Society,City/Site,Region,Polity,Year,Latitude,Longitude,Income Gini,Wealth Gini,Sources
,Tell Masos,,,-1100,31.21,34.96,,0.18,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Tell el-Far'ah,,,-950,32.29,35.33,,0.13,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Tell en-Nasbeh,,,-935,31.88,35.22,,0.23,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Beer-Sheba,,,-850,31.24,34.84,,0.21,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Beer-Sheba,,,-850,31.24,34.84,,0.2,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Zincirli Hoyuk,,,-775,37.1,36.68,,0.75,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Beer-Sheba,,,-757.5,31.24,34.84,,0.3,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Tell es Sa'idyeh,,,-727.5,32.27,35.61,,0.02,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Beer-Sheba,,,-710.5,31.24,34.84,,0.33,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
,Tell Beit Mirsim,,,-700,31.46,34.91,,0.2,https://www.cambridge.org/core/journals/cambridge-archaeological-journal/article/abs/wealth-inequality-in-the-ancient-near-east-a-preliminary-assessment-using-gini-coefficients-and-household-size/26E4D7CF79B5CEAEE7CDE5ED9C75E8ED
Jerf el Ahmar,,,,-9000,36.44,38.18,,0.22,https://www.nature.com/articles/nature24646
Çatalhöyük,,,,-6500,37.67,32.83,,0.3,https://www.nature.com/articles/nature24646
Zhaobaogou,,,,-6000,42.27,119.5,,0.28,https://www.nature.com/articles/nature24646
Nantanzi,,,,-5000,40.23,114.67,,0.22,https://www.nature.com/articles/nature24646
Homstad-Homle 1A,,,,-4000,59.3,11.1,,0.26,https://www.nature.com/articles/nature24646
Tepe Gawra,,,,-4000,36.48,43.26,,0.36,https://www.nature.com/articles/nature24646
Jianxi,,,,-3000,34.65,112.4,,0.35,https://www.nature.com/articles/nature24646
,,,S. Mesopotamia Early Dyn,-2800,31.32,45.63,,0.45,https://www.nature.com/articles/nature24646
Bayinchanghan,,,,-2500,43.6,118.05,,0.32,https://www.nature.com/articles/nature24646
Yinjiacheng,,,,-2500,35.65,117.27,,0.26,https://www.nature.com/articles/nature24646
,,,Old Babylonian,-1800,32.54,44.42,,0.55,https://www.nature.com/articles/nature24646
San Jose Mogote,,,,-1200,17.17,-96.81,,0.38,https://www.nature.com/articles/nature24646
Bridge River 2,,,,-1000,50.72,-121.93,,0.23,https://www.nature.com/articles/nature24646
Dadwan,,,,-1000,35.01,105.92,,0.48,https://www.nature.com/articles/nature24646
Kung San,,,,-1000,-19.96,21.36,,0.22,https://www.nature.com/articles/nature24646
Heuneburg (Va1),,,,-600,48.05,9.41,,0.38,https://www.nature.com/articles/nature24646
Pompeii,,,,100,40.75,14.49,,0.58,https://www.nature.com/articles/nature24646
Caracol,,,,500,16.76,-89.12,,0.42,https://www.nature.com/articles/nature24646
CMV PII,,,,500,37.25,-108.49,,0.48,https://www.nature.com/articles/nature24646
Grewe EP,,,,500,32.99,-111.53,,0.47,https://www.nature.com/articles/nature24646
Ozette,,,,500,48.15,-124.73,,0.2,https://www.nature.com/articles/nature24646
Teotihuacan,,,,500,19.69,-98.84,,0.35,https://www.nature.com/articles/nature24646
Tikal,,,,500,17.22,-89.62,,0.55,https://www.nature.com/articles/nature24646
,,,Cahokia-Stirling,1000,38.65,-90.06,,0.58,https://www.nature.com/articles/nature24646
,,Classic Oaxaca,,1500,17.04,-96.77,,0.5,https://www.nature.com/articles/nature24646
Tenochtitlan,,,,1500,19.43,-99.13,,0.55,https://www.nature.com/articles/nature24646
Cuexcomate,,,,1800,18.81,-99.05,,0.5,https://www.nature.com/articles/nature24646
Kahun,,,,1800,29.23,30.97,,0.65,https://www.nature.com/articles/nature24646
,"Achiotal ""polity""",,,-150,17.58,-90.15,,0.63,https://www.cambridge.org/core/journals/ancient-mesoamerica/article/gini-coefficient-at-la-corona-the-impacts-of-variation-in-analytical-unit-and-aggregation-scale/33DAA551C4B8C8E08D1288C96338A977
,"La Corona ""monumental core""",,,750,17.52,-90.04,,0.61,https://www.cambridge.org/core/journals/ancient-mesoamerica/article/gini-coefficient-at-la-corona-the-impacts-of-variation-in-analytical-unit-and-aggregation-scale/33DAA551C4B8C8E08D1288C96338A977
,"La Corona ""polity""",,,750,17.52,-90.04,,0.54,https://www.cambridge.org/core/journals/ancient-mesoamerica/article/gini-coefficient-at-la-corona-the-impacts-of-variation-in-analytical-unit-and-aggregation-scale/33DAA551C4B8C8E08D1288C96338A977
,"La Corona ""rural community""",,,750,17.52,-90.04,,0.56,https://www.cambridge.org/core/journals/ancient-mesoamerica/article/gini-coefficient-at-la-corona-the-impacts-of-variation-in-analytical-unit-and-aggregation-scale/33DAA551C4B8C8E08D1288C96338A977
,Quedlinburg,,,1300,51.79,11.14,,0.45,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Überlingen,,,1300,47.77,9.16,,0.44,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1350,51.16,10.45,,0.66,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Daasdorf (Buttelst.),,,1350,51.07,11.35,,0.72,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Esslingen,,,1350,48.74,9.31,,0.75,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Frankfurt a. M.,,,1350,50.11,8.68,,0.72,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Lübeck,,,1350,53.87,10.69,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,München,,,1350,48.14,11.58,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schwäbisch Hall,,,1350,49.11,9.74,,0.78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1400,51.16,10.45,,0.55,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Konstanz,,,1400,47.66,9.18,,0.74,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Mühlhausen Suburbs,,,1400,51.21,10.45,,0.58,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Neustadt (Meckl.),,,1400,53.38,11.58,,0.29,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Überlingen,,,1400,47.77,9.16,,0.4,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1450,51.16,10.45,,0.56,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Boizenburg (Meckl.),,,1450,53.37,10.72,,0.23,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Esslingen,,,1450,48.74,9.31,,0.7,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Flensburg,,,1450,54.78,9.44,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Frankfurt a. M.,,,1450,50.11,8.68,,0.75,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Gadebusch (Meckl.),,,1450,53.7,11.12,,0.3,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Königshofen,,,1450,50.3,10.47,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Lübeck,,,1450,53.87,10.69,,0.58,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Mühlhausen Suburbs,,,1450,51.21,10.45,,0.63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,München,,,1450,48.14,11.58,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Neustadt (Meckl.),,,1450,53.38,11.58,,0.28,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Quedlinburg,,,1450,51.79,11.14,,0.4,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Rostock,,,1450,54.09,12.13,,0.63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schötmar (Lippe),,,1450,52.07,8.76,,0.44,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schwäbisch Hall,,,1450,49.11,9.74,,0.78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1500,51.16,10.45,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Augsburg,,,1500,48.37,10.9,,0.48,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Boizenburg (Meckl.),,,1500,53.37,10.72,,0.2,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Deuchelried,,,1500,47.7,9.85,,0.45,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Gadebusch (Meckl.),,,1500,53.7,11.12,,0.35,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Königshofen,,,1500,50.3,10.47,,0.53,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Mühlhausen Suburbs,,,1500,51.21,10.45,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Neustadt (Meckl.),,,1500,53.38,11.58,,0.26,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schötmar (Lippe),,,1500,52.07,8.76,,0.55,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Wangen,,,1500,47.68,9.83,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1550,51.16,10.45,,0.64,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Boizenburg (Meckl.),,,1550,53.37,10.72,,0.28,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Deuchelried,,,1550,47.7,9.85,,0.55,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Esslingen,,,1550,48.74,9.31,,0.78,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Flensburg,,,1550,54.78,9.44,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Frankfurt a. M.,,,1550,50.11,8.68,,0.75,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Gadebusch (Meckl.),,,1550,53.7,11.12,,0.38,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Königshofen,,,1550,50.3,10.47,,0.58,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Konstanz,,,1550,47.66,9.18,,0.7,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Lübeck,,,1550,53.87,10.69,,0.67,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Mühlhausen Suburbs,,,1550,51.21,10.45,,0.8,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,München,,,1550,48.14,11.58,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Neustadt (Meckl.),,,1550,53.38,11.58,,0.27,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Quedlinburg,,,1550,51.79,11.14,,0.53,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Rostock,,,1550,54.09,12.13,,0.62,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schötmar (Lippe),,,1550,52.07,8.76,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schwäbisch Hall,,,1550,49.11,9.74,,0.77,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Überlingen,,,1550,47.77,9.16,,0.53,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1600,51.16,10.45,,0.68,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Augsburg,,,1600,48.37,10.9,,0.85,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Boizenburg (Meckl.),,,1600,53.37,10.72,,0.5,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Cappeln (Teckl.),,,1600,52.32,7.88,,0.43,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Deuchelried,,,1600,47.7,9.85,,0.65,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Gadebusch (Meckl.),,,1600,53.7,11.12,,0.4,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Königshofen,,,1600,50.3,10.47,,0.63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Neustadt (Meckl.),,,1600,53.38,11.58,,0.29,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Quedlinburg,,,1600,51.79,11.14,,0.4,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Schötmar (Lippe),,,1600,52.07,8.76,,0.75,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Wangen,,,1600,47.68,9.83,,0.58,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Wildberg,,,1600,48.62,8.75,,0.63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,,,Germany,1650,51.16,10.45,,0.6,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Cappeln (Teckl.),,,1650,52.32,7.88,,0.4,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
,Deuchelried,,,1650,47.7,9.85,,0.63,https://www.cambridge.org/core/journals/journal-of-economic-history/article/economic-inequality-in-preindustrial-germany-ca-13001850/9552F32E3BCEA8FEED2B7B42734FC234
